title,Drama,Comedy,Horror,Film-Noir,Romance,Western,Adventure,Thriller,Fantasy,IMAX,Documentary,Children,Musical,Action,War,Mystery,Sci-Fi,Animation,Crime
"Fallen Idol, The (1948)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Desperate (1947),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knock on Any Door (1949),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Babel (2006),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
China Seas (1935),1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
I Walk the Line (1970),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thief Lord, The (2006)",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"Girl Can't Help It, The (1956)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krrish (2006),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Strangers with Candy (2005),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prophecy (1979),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kremlin Letter, The (1970)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Young Mr. Lincoln (1939),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subject Two (2006),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blackjack (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Three Times (Zui hao de shi guang) (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gumball Rally, The (1976)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wordplay (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Army of Shadows (L'armée des ombres) (1969),1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
Orchestra Rehearsal (Prova d'orchestra) (1978),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Man (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dames (1934),0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dancing Lady (1933),0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Purple Plain, The (1954)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Coonskin (1975),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Memento Mori (Yeogo goedam II) (1999),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End Game (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
End of the Spear (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two for the Seesaw (1962),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Detective, The (1968)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monster House (2006),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
Wrong Side Up (Pribehy obycejneho silenstvi) (2005),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just love me (Tylko mnie kochaj) (2006),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Combien Tu M'aimes? (How Much Do You Love Me?) (2005),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colour Me Kubrick: A True...ish Story (2005),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death of a Bureaucrat (La muerte de un burócrata) (1966),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snakes on a Plane (2006),0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Scoop (2006),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Talladega Nights: The Ballad of Ricky Bobby (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Night at the Museum (2006),0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
World Trade Center (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stranger than Fiction (2006),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Valley of Decision, The (1945)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last Angry Man, The (1959)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Fairy, The (1935)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sione's Wedding (Samoan Wedding) (2006),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miami Vice (2006),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Groomsmen, The (2006)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shadowboxer (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Each Dawn I Die (1939),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Loch Ness (1996),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Good Morning, Night (Buongiorno, notte) (2003)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Live and Become (Va, vis et deviens) (2005)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On Dangerous Ground (1952),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Pursuit of Happyness, The (2006)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tears of the Black Tiger (Fah talai jone) (2000),0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
John Tucker Must Die (2006),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ant Bully, The (2006)",0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
Warning Shadows (Schatten - Eine nächtliche Halluzination) (1923),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Leaves from Satan's Book (Blade af Satans bog) (1921),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael (1924),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lady Killer (1933),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mrs. Palfrey at the Claremont (2005),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Death of Mr. Lazarescu, The (Moartea domnului Lazarescu) (2005)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cria! (Cría cuervos) (1976),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ciao Manhattan (Ciao! Manhattan) (1972),1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Gas, Inspector Palmu! (Kaasua, komisario Palmu!) (1961)",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"Rainmaker, The (1956)",0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Crank (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Secret Life of Words, The (2005)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dudesons Movie, The (2006)",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Black Gold (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hurricane, The (1937)",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Johnny Was (2006),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Played (2006),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Chaos (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Night Listener, The (2006)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Barnyard: The Original Party Animals (2006),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Murmur of the Heart (Le souffle au coeur) (1971),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They Won't Believe Me (1947),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Left Hand of God, The (1955)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compulsion (1959),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Canterbury Tale, A (1944)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Dirty Mary Crazy Larry (1974),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Angels Over Broadway (1940),1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Fortress (1985),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Step Up (2006),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoom (2006),1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Bon Cop, Bad Cop (2006)",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Tom, Dick and Harry (1941)",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mind Game (2004),0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
Land of the Blind (2006),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Half Nelson (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moustache, La (2005)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Wing Chun (1994),1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Executioners (Xian dai hao xia zhuan) (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Swordsman II (Legend of the Swordsman, The) (Xiao ao jiang hu zhi: Dong Fang Bu Bai) (1992)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Peking Opera Blues (Do ma daan) (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tideland (2005),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Good News (1947),0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thunderbolt (Pik lik feng) (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
G Men (1935),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adam's Apples (Adams æbler) (2005),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin in the Sky (1943),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Tol'able David (1921),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2:37 (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Material Girls (2006),1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Accepted (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lie with Me (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crime Busters (1977),0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Att stjäla en tjuv (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drömkåken (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shake It (En kort en lang) (2001),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Born to Kill (1947),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heading South (Vers le sud) (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7 Men from Now (Seven Men from Now) (1956),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain January (1936),0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Illusionist, The (2006)",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Adventures of Don Juan (1948),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
State of the Union (1948),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Quentin (1937),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queen, The (2006)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36 Quai des Orfèvres (Department 36) (2004),1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Beerfest (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Eat Fried Worms (2006),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Invincible (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idlewild (2006),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Slight Case of Murder, A (1938)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Syrian Bride, The (2004)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sorry, Haters (2005)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ritz, The (1976)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Geisha (1962),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blithe Spirit (1945),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Music Box, The (1932)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Red Balloon, The (Ballon rouge, Le) (1956)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Way Out West (1937),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel-A (2005),1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Green for Danger (1946),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Chump at Oxford, A (1940)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Block-Heads (1938),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Icicle Thief, The (Ladri di saponette) (1989)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quinceañera (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Puffy Chair, The (2006)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lassie (2005),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Mutual Appreciation (2005),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wicker Man, The (2006)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Crossover (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Quiet, The (2005)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Sketches of Frank Gehry (2005),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ivanhoe (1982),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ronja Robbersdaughter (Ronja Rövardotter) (1984),1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Strul (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Breaking Out (Vägen ut) (1999),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yrrol: An Enormously Well Thought Out Movie (Yrrol - en kolossalt genomtänkt film) (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wind That Shakes the Barley, The (2006)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Blood on the Moon (1948),1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Notti bianche, Le (White Nights) (1957)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fateless (Sorstalanság) (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bravados, The (1958)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sign of the Cross, The (1932)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Criminal Life of Archibaldo de la Cruz, The (Ensayo de un crimen) (1955)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Overlord (1975),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Severance (2006),0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Time to Leave (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywoodland (2006),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"Covenant, The (2006)",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jesse James (1939),1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"Scar, The (Blizna) (1976)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last Kiss, The (2006)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabrielle (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trust the Man (2005),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SherryBaby (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bio Zombie (Sun faa sau si) (1998),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Idiocracy (2006),0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Jesus Camp (2006),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bow, The (Hwal) (2005)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crusades, The (1935)",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Tiger and the Snow, The (La tigre e la neve) (2005)",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pretty Poison (1968),0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Fountain, The (2006)",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fear City: A Family-Style Comedy (La cité de la peur) (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassin(s) (1997),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Union Pacific (1939),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boy Named Charlie Brown, A (1969)",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Snoopy Come Home (1972),0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"Soldier's Sweetheart, A (1998)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Science of Sleep, The (La science des rêves) (2006)",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
City for Conquest (1940),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Initial D (Tau man ji D) (2005),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Wicked (1998),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Long Voyage Home, The (1940)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Not as a Stranger (1955),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Black Dahlia, The (2006)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"Woods, The (2006)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everyone's Hero (2006),0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Gridiron Gang (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seventh Continent, The (Der siebente Kontinent) (1989)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaltra (2004),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wonder Man (1945),0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Lisbon Story (1994),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streamers (1983),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Land of Plenty (Angst and Alienation in America) (2004),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemming (2005),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Taxidermia (2006),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flight from Death: The Quest for Immortality (2003),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yuva (2004),1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Mondo Topless (1966),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bridge, The (2006)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Vixen! (1968),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Empire Falls (2005),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piccadilly (1929),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Private Life of Henry VIII, The (1933)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apocalypto (2006),1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Household Saints (1993),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raintree County (1957),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flyboys (2006),1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Jackass Number Two (2006),0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
All the King's Men (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conversations with Other Women (2005),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Land Before Time II: The Great Valley Adventure, The (1994)",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
Father Sergius (Otets Sergiy) (1917),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Assault, The (Aanslag, De) (1986)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iraq for Sale: The War Profiteers (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Pan's Labyrinth (Laberinto del fauno, El) (2006)",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Conqueror, The (1956)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Guardian, The (2006)",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Open Season (2006),0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
School for Scoundrels (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Romy and Michele: In the Beginning (2005),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidewalks of London (St. Martin's Lane) (1938),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G.O.R.A. (2004),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Departed, The (2006)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Texas Chainsaw Massacre: The Beginning, The (2006)",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Employee of the Month (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stormbreaker (Alex Rider: Operation Stormbreaker) (2006),0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Sirocco (1951),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Hawaii, Oslo (2004)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dante's Inferno (1935),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Antibodies (Antikörper) (2005),1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Dr. Cyclops (1940),0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Running With Scissors (2006),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillinger (1945),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brute Force (1947),1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ellie Parker (2005),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grudge 2, The (2006)",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Man of the Year (2006),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Marine, The (2006)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Infamous (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One Night with the King (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Once in a Lifetime: The Extraordinary Story of the New York Cosmos (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fellini's Casanova (Il Casanova di Federico Fellini) (1976),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Howards of Virginia, The (1940)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Last Bolshevik, The (Tombeau d'Alexandre, Le) (1993)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chapayev (1934),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Elementary Particles, The (Elementarteilchen) (2006)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kummelin jackpot (2006),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feast (2005),0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Offside (2006),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Children (2006),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deliver Us from Evil (2006),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marie Antoinette (1938),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.I.S.T. (1978),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facing the Giants (2006),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
